logM200,sigma
12.22346,101.7569
11.96368,101.7569
12.14496,101.7569
11.84195,101.7569
11.64388,101.7569
11.62915,101.7569
11.81238,101.7569
11.33861,101.7569
11.33959,101.7569
10.94426,101.7569
11.12852,101.6683
13.42446,101.6683
12.71847,101.6683
12.31587,101.6683
12.99239,101.6683
12.13314,101.6683
12.09422,101.6683
13.74889,101.5975
13.19648,101.5798
13.41869,101.4912
13.25608,101.4912
13.24829,101.4912
13.28867,101.4912
13.1746,101.4912
13.03266,101.4912
13.80713,101.4912
13.20901,101.4912
13.24992,101.4912
13.12421,101.4912
12.97858,101.4912
12.92007,101.4912
12.90264,101.4912
12.60185,101.4912
12.98639,101.4912
12.54666,101.4912
12.69971,101.4912
12.70354,101.4912
12.36935,101.4912
11.94104,101.4912
13.26713,101.4912
13.51709,101.4912
12.44102,101.4912
12.28861,101.4912
12.60996,101.4912
12.25797,101.4912
12.21526,101.4912
12.25624,101.4912
12.46816,101.4912
12.31708,101.4912
11.76589,101.4912
12.2629,101.4912
12.18002,101.4912
12.39257,101.4912
12.14797,101.4912
11.46936,101.4912
11.40956,101.4912
11.48621,101.4912
11.51315,101.4912
13.34491,101.4469
13.18556,101.3583
12.95276,101.3583
13.77655,101.3141
12.51886,101.3141
12.72751,101.3141
12.79582,101.3141
12.60464,101.3141
11.27631,101.2255
13.8422,101.2255
13.43229,101.2255
13.22967,101.2255
12.2105,101.2255
12.29342,101.2255
12.92874,101.2255
12.50883,101.2255
12.4429,101.2255
13.19087,101.2255
12.83736,101.2255
12.80914,101.2255
12.5578,101.2255
12.5357,101.2255
13.14603,101.2255
11.82101,101.2255
12.43593,101.2255
12.46666,101.2255
12.25103,101.2255
12.14411,101.2255
12.33508,101.2255
12.53562,101.2255
11.61043,101.2255
11.79192,101.2255
12.4388,101.2255
12.1431,101.2255
12.02387,101.2255
12.03258,101.2255
11.87451,101.2255
12.08553,101.2255
12.21943,101.2255
11.4895,101.2255
11.3559,101.2255
13.92057,101.1369
12.67591,101.0484
12.63244,101.0484
12.66826,101.0041
13.28767,100.9598
13.43781,100.9598
13.07428,100.9598
12.97357,100.9598
13.0533,100.9598
13.34847,100.9598
13.08657,100.9598
13.09908,100.9598
13.16529,100.9598
13.08634,100.9598
13.12294,100.9598
12.99324,100.9598
13.01387,100.9598
12.7839,100.9598
12.87351,100.9598
12.88421,100.9598
13.40834,100.9598
12.72418,100.9598
12.73572,100.9598
13.00656,100.9598
13.08707,100.9598
12.76313,100.9598
12.31843,100.9598
12.37492,100.9598
12.19064,100.9598
12.8051,100.9598
12.15189,100.9598
12.89536,100.9598
12.26493,100.9598
12.54414,100.9598
12.31674,100.9598
12.21017,100.9598
12.11324,100.9598
12.16102,100.9598
11.6231,100.9598
12.29339,100.9598
11.42162,100.9598
12.46068,100.9598
11.34291,100.9598
11.59059,100.9598
11.36553,100.9598
13.59372,100.9155
12.81342,100.9155
12.87859,100.8713
12.95112,100.7827
13.02274,100.7827
12.96162,100.7827
11.91677,100.7827
12.28682,100.7827
12.34594,100.7827
13.09956,100.7068
13.52621,100.6941
13.62715,100.6941
13.60287,100.6941
13.08199,100.6941
13.49917,100.6941
12.69537,100.6941
12.71908,100.6941
13.35849,100.6941
12.67341,100.6941
12.93545,100.6941
12.93661,100.6941
13.07443,100.6941
13.11915,100.6941
12.85945,100.6941
12.89514,100.6941
12.51637,100.6941
13.19066,100.6941
13.05237,100.6941
12.92907,100.6941
12.75275,100.6941
12.59922,100.6941
12.61954,100.6941
12.13348,100.6941
12.76609,100.6941
12.36152,100.6941
12.36447,100.6941
12.6643,100.6941
12.30098,100.6941
11.95411,100.6941
12.52223,100.6941
12.179,100.6941
12.59437,100.6941
12.52566,100.6941
12.61466,100.6941
12.62541,100.6941
12.85199,100.6941
12.69591,100.6941
12.07606,100.6941
11.64075,100.6941
11.66686,100.6941
11.9347,100.6941
11.37126,100.6941
11.80084,100.6941
11.28188,100.6941
11.23275,100.6941
13.37992,100.6499
13.53047,100.641
12.47257,100.641
13.35053,100.6056
13.26697,100.6056
12.49267,100.6056
12.46486,100.6056
12.89165,100.6056
12.76493,100.5879
12.61812,100.4285
13.30826,100.4285
13.32058,100.4285
13.70299,100.4285
13.15055,100.4285
13.23277,100.4285
12.77355,100.4285
12.91671,100.4285
12.81326,100.4285
12.23492,100.4285
13.10578,100.4285
13.09222,100.4285
12.75924,100.4285
12.72384,100.4285
12.69536,100.4285
12.62363,100.4285
12.7052,100.4285
12.59345,100.4285
12.4547,100.4285
12.59863,100.4285
12.42485,100.4285
12.78561,100.4285
12.66325,100.4285
12.44233,100.4285
12.65163,100.4285
12.58142,100.4285
12.22197,100.4285
12.48522,100.4285
12.18078,100.4285
11.84867,100.4285
11.80971,100.4285
11.45902,100.4285
11.52355,100.4285
11.3543,100.4285
11.36095,100.4285
13.20364,100.4107
13.41123,100.3842
11.96538,100.3842
13.06937,100.3222
13.54962,100.2513
13.09063,100.2513
12.90441,100.2513
12.07104,100.2513
12.2956,100.2513
11.46619,100.2513
12.67729,100.2071
13.08574,100.1628
13.24461,100.1628
13.33926,100.1628
12.94305,100.1628
13.17074,100.1628
13.07685,100.1628
12.91325,100.1628
13.26574,100.1628
12.83008,100.1628
12.89339,100.1628
12.56056,100.1628
12.66489,100.1628
12.54491,100.1628
12.5869,100.1628
12.61816,100.1628
12.11999,100.1628
12.5133,100.1628
12.23595,100.1628
12.5954,100.1628
13.10852,100.1628
12.50227,100.1628
12.04909,100.1628
13.0282,100.1628
12.19237,100.1628
12.29916,100.1628
12.24167,100.1628
12.07106,100.1628
12.13043,100.1628
11.04562,100.1628
13.28253,100.0742
12.68862,100.0742
12.82677,100.0742
12.80921,100.0742
12.28071,100.0742
13.08617,100.0299
12.91188,100.0034
13.24583,99.98565
13.32204,99.89709
13.11236,99.89709
13.64628,99.89709
12.84448,99.89709
13.22067,99.89709
12.8158,99.89709
12.43588,99.89709
12.67523,99.89709
12.93331,99.89709
12.71536,99.89709
12.40082,99.89709
13.03988,99.89709
13.06767,99.89709
12.20467,99.89709
12.53738,99.89709
11.51962,99.89709
12.3083,99.89709
12.43365,99.89709
12.4764,99.89709
12.3397,99.89709
12.13026,99.89709
12.34059,99.89709
12.34765,99.89709
12.28861,99.89709
11.93506,99.89709
12.83819,99.89709
12.38511,99.89709
12.24053,99.89709
11.98643,99.89709
11.87429,99.89709
11.66542,99.89709
11.51755,99.89709
11.73246,99.89709
11.85105,99.89709
13.33446,99.76425
13.5505,99.76425
12.3471,99.73768
12.93914,99.71996
12.55769,99.71996
11.92263,99.71996
11.72042,99.6314
14.1449,99.6314
14.05494,99.6314
13.46496,99.6314
13.41596,99.6314
13.65535,99.6314
13.3153,99.6314
13.32437,99.6314
12.94017,99.6314
13.23913,99.6314
13.10315,99.6314
13.08138,99.6314
12.51459,99.6314
12.59462,99.6314
12.91511,99.6314
12.85637,99.6314
12.99608,99.6314
12.69874,99.6314
12.8113,99.6314
12.42313,99.6314
12.78809,99.6314
12.26496,99.6314
12.51503,99.6314
12.19749,99.6314
12.38425,99.6314
12.18127,99.6314
12.48752,99.6314
12.30376,99.6314
12.13178,99.6314
12.45237,99.6314
12.08964,99.6314
12.6297,99.6314
11.9245,99.6314
11.94265,99.6314
12.00229,99.6314
11.50525,99.6314
12.60979,99.6314
11.89817,99.6314
11.35526,99.6314
14.08905,99.54284
13.14983,99.54284
12.71379,99.54284
12.98447,99.54284
12.77144,99.54284
12.52868,99.54284
12.6634,99.54284
12.62958,99.36572
13.53579,99.36572
13.20291,99.36572
13.38814,99.36572
13.31342,99.36572
12.91306,99.36572
13.27682,99.36572
13.06898,99.36572
12.25963,99.36572
12.92656,99.36572
13.21919,99.36572
12.62303,99.36572
13.07339,99.36572
12.51598,99.36572
12.99235,99.36572
13.04047,99.36572
12.78866,99.36572
13.41338,99.36572
12.66521,99.36572
12.78101,99.36572
12.73201,99.36572
12.71773,99.36572
12.76969,99.36572
12.40869,99.36572
11.91098,99.36572
12.36106,99.36572
12.2364,99.36572
12.76709,99.36572
12.48892,99.36572
12.56644,99.36572
12.43309,99.36572
12.10142,99.36572
12.25185,99.36572
12.0407,99.36572
12.09983,99.36572
11.43499,99.36572
11.27913,99.36572
11.50379,99.36572
12.08383,99.23288
14.10575,99.1886
13.69927,99.1886
13.41276,99.1886
13.07056,99.1886
12.58784,99.1886
12.97124,99.10004
14.06697,99.10004
13.81686,99.10004
13.0552,99.10004
13.1751,99.10004
13.25762,99.10004
12.33974,99.10004
12.82319,99.10004
12.95989,99.10004
12.9614,99.10004
13.15949,99.10004
13.35152,99.10004
12.86286,99.10004
12.8257,99.10004
12.95482,99.10004
12.54032,99.10004
13.17378,99.10004
12.92502,99.10004
12.64442,99.10004
12.91492,99.10004
12.69705,99.10004
12.64752,99.10004
12.63136,99.10004
13.06103,99.10004
12.61877,99.10004
12.59603,99.10004
12.79113,99.10004
11.9821,99.10004
11.95644,99.10004
12.58433,99.10004
12.44666,99.10004
12.3525,99.10004
12.2332,99.10004
12.09996,99.10004
12.6575,99.10004
12.47927,99.10004
13.1161,99.10004
12.3514,99.10004
12.0504,99.10004
11.53053,99.10004
12.36647,99.10004
12.12533,99.10004
11.93146,99.10004
11.59567,99.10004
12.05364,99.10004
11.89561,99.10004
11.82661,99.10004
11.0668,99.10004
13.5487,99.05576
12.79377,99.01147
13.28247,99.01147
13.35533,99.01147
13.04942,99.01147
13.06175,99.01147
13.17307,98.85206
13.08627,98.83435
13.58294,98.83435
13.43211,98.83435
13.16944,98.83435
12.64551,98.83435
13.34363,98.83435
13.3142,98.83435
12.85235,98.83435
13.14544,98.83435
13.2371,98.83435
12.82178,98.83435
13.07851,98.83435
12.79662,98.83435
12.928,98.83435
12.86358,98.83435
12.81343,98.83435
12.46103,98.83435
12.46088,98.83435
12.91911,98.83435
12.22177,98.83435
12.83348,98.83435
12.98081,98.83435
12.73752,98.83435
12.95593,98.83435
12.5695,98.83435
12.60875,98.83435
12.38049,98.83435
13.02164,98.83435
12.11682,98.83435
12.63046,98.83435
12.29635,98.83435
11.72797,98.83435
12.18187,98.83435
11.798,98.83435
12.36651,98.83435
12.61907,98.83435
12.0603,98.83435
12.19409,98.83435
12.4787,98.83435
12.04051,98.83435
11.48458,98.83435
11.60088,98.83435
11.68916,98.83435
11.50818,98.83435
11.21605,98.83435
12.77559,98.65723
11.8131,98.65723
12.07756,98.65723
11.63086,98.65723
11.47468,98.65723
12.44635,98.60662
13.81394,98.56867
13.44731,98.56867
13.32606,98.56867
13.61553,98.56867
13.19235,98.56867
13.14491,98.56867
12.91498,98.56867
13.17623,98.56867
13.34903,98.56867
13.33919,98.56867
12.77347,98.56867
13.22335,98.56867
13.19353,98.56867
12.437,98.56867
12.45816,98.56867
13.14083,98.56867
13.15378,98.56867
13.09017,98.56867
12.35119,98.56867
12.52707,98.56867
12.8033,98.56867
12.67455,98.56867
13.08988,98.56867
12.97492,98.56867
12.3829,98.56867
12.72994,98.56867
11.92667,98.56867
12.03779,98.56867
12.25566,98.56867
12.08031,98.56867
12.24935,98.56867
12.47294,98.56867
12.22462,98.56867
11.72893,98.56867
11.691,98.56867
12.31103,98.56867
11.95647,98.56867
11.21592,98.56867
11.27764,98.56867
11.22824,98.56867
13.5498,98.48011
13.69453,98.48011
13.1849,98.48011
13.36197,98.48011
12.95646,98.48011
13.25181,98.48011
12.96095,98.48011
12.0829,98.48011
12.11322,98.48011
12.25172,98.48011
13.05735,98.34727
12.19583,98.34727
13.85338,98.30298
13.19656,98.30298
13.17541,98.30298
13.35615,98.30298
13.1585,98.30298
13.15686,98.30298
12.63613,98.30298
12.5415,98.30298
12.97812,98.30298
12.64083,98.30298
12.76524,98.30298
12.57182,98.30298
12.81324,98.30298
12.54498,98.30298
13.1472,98.30298
12.71348,98.30298
12.82331,98.30298
12.91042,98.30298
12.59992,98.30298
12.48025,98.30298
12.47442,98.30298
12.8765,98.30298
12.58473,98.30298
12.24891,98.30298
12.66297,98.30298
12.61391,98.30298
12.05947,98.30298
12.14718,98.30298
12.45705,98.30298
11.8707,98.30298
12.12187,98.30298
12.16083,98.30298
12.17988,98.30298
11.55866,98.30298
11.77069,98.30298
12.0009,98.30298
11.80902,98.30298
13.09541,98.21442
13.68444,98.12586
12.938,98.12586
12.98794,98.12586
11.87751,98.12586
12.27771,98.12586
12.07189,98.12586
12.75977,98.08158
12.95229,98.08158
13.31546,98.0373
13.05549,98.0373
13.27732,98.0373
13.26905,98.0373
12.99001,98.0373
13.17906,98.0373
13.01137,98.0373
12.62388,98.0373
13.03074,98.0373
12.68889,98.0373
13.16011,98.0373
13.4145,98.0373
12.78185,98.0373
12.72271,98.0373
13.06377,98.0373
13.48038,98.0373
12.75924,98.0373
12.68934,98.0373
12.47257,98.0373
12.78743,98.0373
12.46076,98.0373
12.91849,98.0373
12.93308,98.0373
11.96207,98.0373
12.47995,98.0373
12.64455,98.0373
11.8842,98.0373
11.6916,98.0373
11.78595,98.0373
11.61109,98.0373
12.17632,98.0373
11.90676,98.0373
11.47017,98.0373
11.47309,98.0373
11.3298,98.0373
14.23631,97.94874
13.55412,97.94874
13.52635,97.94874
13.20623,97.94874
13.10198,97.94874
12.56944,97.94874
12.65014,97.94874
12.67595,97.94874
13.75008,97.87096
13.40481,97.8159
13.38466,97.77162
13.48772,97.77162
13.16242,97.77162
13.19128,97.77162
13.62204,97.77162
12.8481,97.77162
12.84644,97.77162
13.20168,97.77162
12.86125,97.77162
12.72218,97.77162
12.97798,97.77162
13.00424,97.77162
13.19162,97.77162
12.4087,97.77162
13.03032,97.77162
13.07252,97.77162
12.48867,97.77162
13.13165,97.77162
12.68704,97.77162
12.83795,97.77162
12.94661,97.77162
12.81053,97.77162
12.90768,97.77162
12.8523,97.77162
12.78087,97.77162
12.90792,97.77162
12.56494,97.77162
12.62495,97.77162
12.79711,97.77162
12.33516,97.77162
12.50716,97.77162
11.87163,97.77162
12.22983,97.77162
12.01747,97.77162
12.52985,97.77162
12.1738,97.77162
11.98388,97.77162
11.94398,97.77162
11.84542,97.77162
11.48153,97.77162
11.8254,97.77162
12.26238,97.77162
11.26686,97.77162
11.95727,97.77162
13.27864,97.59449
13.2812,97.59449
12.97905,97.59449
12.38718,97.59449
11.9665,97.59449
13.21831,97.56919
13.37228,97.55021
13.13302,97.50593
13.75538,97.50593
13.48428,97.50593
12.79772,97.50593
12.83412,97.50593
13.41225,97.50593
12.5921,97.50593
12.64699,97.50593
13.00125,97.50593
13.19286,97.50593
12.57802,97.50593
12.74472,97.50593
13.06311,97.50593
12.94794,97.50593
12.59448,97.50593
12.83117,97.50593
12.51563,97.50593
12.26814,97.50593
12.43249,97.50593
12.15011,97.50593
12.39657,97.50593
12.07177,97.50593
12.19723,97.50593
11.86933,97.50593
12.34998,97.50593
12.50755,97.50593
11.81332,97.50593
12.41569,97.50593
12.76558,97.50593
11.70709,97.50593
12.31285,97.50593
12.07597,97.50593
11.62699,97.50593
11.63511,97.50593
10.95522,97.50593
13.16215,97.48822
13.05397,97.4528
12.98348,97.41737
12.81391,97.41737
12.11068,97.41737
11.7004,97.41737
12.63741,97.32881
11.81795,97.24025
11.82128,97.24025
13.71149,97.24025
13.36337,97.24025
13.17381,97.24025
12.69709,97.24025
13.13524,97.24025
13.42845,97.24025
12.78442,97.24025
12.88111,97.24025
13.18605,97.24025
12.82122,97.24025
12.71915,97.24025
12.74146,97.24025
12.96611,97.24025
12.91774,97.24025
12.64047,97.24025
13.09667,97.24025
13.01632,97.24025
12.88178,97.24025
12.41177,97.24025
12.90095,97.24025
12.66377,97.24025
12.64299,97.24025
12.65324,97.24025
12.76735,97.24025
12.59478,97.24025
12.60184,97.24025
12.18598,97.24025
12.43126,97.24025
12.89645,97.24025
12.28519,97.24025
12.13953,97.24025
12.2481,97.24025
12.10804,97.24025
12.4582,97.24025
12.08951,97.24025
11.99915,97.24025
12.43619,97.24025
12.47761,97.24025
11.6721,97.24025
11.7561,97.24025
12.36129,97.24025
11.52824,97.24025
11.10316,97.24025
11.86245,97.24025
11.20723,97.24025
13.12256,97.18711
13.36733,97.06313
13.33961,97.06313
13.23624,97.06313
12.4352,97.06313
11.92458,97.06313
12.47233,97.01885
13.3959,96.97457
13.14832,96.97457
13.26873,96.97457
12.81133,96.97457
13.2533,96.97457
13.43869,96.97457
12.4045,96.97457
12.21143,96.97457
12.97687,96.97457
12.2318,96.97457
12.42181,96.97457
12.53063,96.97457
12.62839,96.97457
12.72144,96.97457
13.11538,96.97457
12.70323,96.97457
12.63803,96.97457
12.06221,96.97457
12.19143,96.97457
12.1142,96.97457
12.30528,96.97457
12.2294,96.97457
12.02695,96.97457
11.89127,96.97457
12.38521,96.97457
12.56867,96.97457
12.1404,96.97457
12.16052,96.97457
11.59364,96.97457
12.18584,96.97457
11.58803,96.97457
12.02448,96.97457
11.18384,96.97457
13.30286,96.93029
13.18705,96.93029
12.27994,96.91131
13.15873,96.886
13.2135,96.886
13.26148,96.886
12.99268,96.886
12.76331,96.886
12.6912,96.886
12.46905,96.886
12.83557,96.886
12.70746,96.84172
12.88866,96.75316
12.46132,96.75316
11.64774,96.75316
13.34413,96.70888
13.66333,96.70888
13.31597,96.70888
13.70081,96.70888
12.90974,96.70888
13.17135,96.70888
12.98485,96.70888
13.37539,96.70888
12.4886,96.70888
13.12893,96.70888
13.02951,96.70888
12.83883,96.70888
12.81458,96.70888
12.58774,96.70888
12.74924,96.70888
12.72568,96.70888
12.24253,96.70888
13.05305,96.70888
12.85279,96.70888
12.57021,96.70888
12.66908,96.70888
12.78138,96.70888
12.83927,96.70888
12.50208,96.70888
12.41391,96.70888
12.41822,96.70888
12.14443,96.70888
11.98397,96.70888
12.30739,96.70888
12.80618,96.70888
12.44646,96.70888
12.71679,96.70888
12.7014,96.70888
12.09951,96.70888
12.07855,96.70888
11.96016,96.70888
11.98636,96.70888
12.41401,96.70888
12.059,96.70888
11.58272,96.70888
11.56168,96.70888
11.20397,96.70888
11.32166,96.70888
13.17532,96.53176
12.98341,96.53176
12.95603,96.53176
12.82262,96.53176
12.77332,96.53176
12.91088,96.53176
13.14607,96.53176
12.79506,96.53176
12.52744,96.53176
12.48606,96.53176
13.01609,96.53176
12.93506,96.48748
13.31718,96.4432
12.36838,96.4432
13.46408,96.4432
13.54787,96.4432
13.14951,96.4432
13.61802,96.4432
13.17752,96.4432
12.72729,96.4432
12.84439,96.4432
12.42192,96.4432
12.51323,96.4432
12.89714,96.4432
12.58974,96.4432
13.08649,96.4432
12.66743,96.4432
12.59464,96.4432
12.50036,96.4432
12.82345,96.4432
12.27287,96.4432
12.42626,96.4432
12.11897,96.4432
12.3807,96.4432
12.87935,96.4432
12.34767,96.4432
12.35866,96.4432
12.49909,96.4432
11.99341,96.4432
11.7949,96.4432
11.50491,96.4432
11.43532,96.4432
12.66745,96.39006
13.0458,96.35464
12.71571,96.35464
12.42488,96.35464
13.33279,96.28379
12.82063,96.26608
12.17627,96.26608
13.64851,96.17751
13.63911,96.17751
13.77819,96.17751
13.55593,96.17751
13.70253,96.17751
13.1744,96.17751
13.3924,96.17751
13.463,96.17751
12.98378,96.17751
13.39995,96.17751
13.29369,96.17751
13.17628,96.17751
12.22663,96.17751
13.48608,96.17751
13.35468,96.17751
13.15178,96.17751
12.77109,96.17751
12.84539,96.17751
13.09487,96.17751
12.72043,96.17751
13.032,96.17751
13.0209,96.17751
12.33885,96.17751
12.92985,96.17751
12.46524,96.17751
12.57591,96.17751
12.41914,96.17751
12.1467,96.17751
12.51953,96.17751
12.89587,96.17751
12.13067,96.17751
12.50292,96.17751
12.38043,96.17751
12.39315,96.17751
12.59094,96.17751
12.71203,96.17751
12.51216,96.17751
12.08203,96.17751
11.98703,96.17751
12.07537,96.17751
12.93923,96.17751
12.04895,96.17751
12.26698,96.17751
12.18618,96.17751
12.08175,96.17751
12.34734,96.17751
11.74039,96.17751
11.71689,96.17751
11.91183,96.17751
12.37011,96.13323
13.20244,96.00039
13.40204,96.00039
13.21527,96.00039
12.91214,96.00039
12.66266,96.00039
12.78562,96.00039
12.74026,96.00039
12.25169,96.00039
12.81469,95.91183
13.53683,95.91183
13.15085,95.91183
12.67644,95.91183
12.5726,95.91183
12.79608,95.91183
12.79037,95.91183
12.62065,95.91183
12.55152,95.91183
12.77017,95.91183
12.74484,95.91183
12.5026,95.91183
12.54214,95.91183
12.3931,95.91183
12.41872,95.91183
12.27889,95.91183
12.61912,95.91183
12.25481,95.91183
12.17767,95.91183
12.07238,95.91183
11.86786,95.91183
11.83057,95.91183
11.39161,95.91183
11.62549,95.91183
11.70062,95.91183
11.27937,95.91183
11.10791,95.91183
10.97015,95.91183
13.28955,95.86755
13.2048,95.82327
13.33754,95.82327
13.34542,95.82327
12.83686,95.82327
12.96988,95.82327
12.35716,95.82327
11.59729,95.82327
13.01064,95.75242
13.07322,95.74736
13.00807,95.69043
12.05364,95.64615
13.40952,95.64615
12.80954,95.64615
13.04016,95.64615
13.03039,95.64615
12.62456,95.64615
13.51556,95.64615
13.06381,95.64615
12.88784,95.64615
12.96597,95.64615
12.67961,95.64615
12.85561,95.64615
12.59204,95.64615
12.42907,95.64615
12.74045,95.64615
12.40197,95.64615
12.4561,95.64615
12.34606,95.64615
12.46911,95.64615
12.29611,95.64615
12.36059,95.64615
12.55862,95.64615
12.28239,95.64615
12.16098,95.64615
12.08034,95.64615
12.10427,95.64615
12.98397,95.64615
12.65268,95.59301
13.11654,95.55759
12.98217,95.55759
13.14497,95.53987
12.46656,95.53987
12.94892,95.46902
13.15439,95.46902
12.20895,95.46902
11.52173,95.46902
12.87544,95.42474
13.64534,95.38046
13.46314,95.38046
13.22621,95.38046
12.95717,95.38046
12.86113,95.38046
13.02434,95.38046
12.48663,95.38046
12.86923,95.38046
12.55026,95.38046
12.93983,95.38046
12.57895,95.38046
12.81783,95.38046
12.4969,95.38046
12.23672,95.38046
12.07048,95.38046
12.39873,95.38046
12.55237,95.38046
11.93538,95.38046
12.335,95.38046
12.31024,95.38046
12.4148,95.38046
12.58406,95.38046
12.374,95.38046
12.22641,95.38046
11.76772,95.38046
11.78016,95.38046
12.42839,95.2919
12.03229,95.2919
12.84803,95.2919
12.55898,95.2919
12.52492,95.15906
12.90618,95.11478
14.25857,95.11478
13.76829,95.11478
12.9969,95.11478
12.82006,95.11478
12.50427,95.11478
12.58125,95.11478
13.1045,95.11478
13.3151,95.11478
12.87988,95.11478
12.90438,95.11478
13.19328,95.11478
12.69922,95.11478
12.71007,95.11478
12.6408,95.11478
12.89482,95.11478
12.2325,95.11478
12.21591,95.11478
12.52754,95.11478
11.91948,95.11478
12.65247,95.11478
12.26796,95.11478
12.41615,95.11478
11.80624,95.11478
12.835,95.11478
11.53414,95.11478
12.89516,95.11478
12.23979,95.11478
11.65262,95.11478
11.4836,95.11478
12.19468,95.11478
13.4499,95.06164
13.08935,94.98194
13.5463,94.93766
13.24457,94.93766
12.93095,94.93766
13.52232,94.93766
12.69603,94.93766
12.06012,94.93766
12.54919,94.93766
11.96793,94.93766
12.16626,94.93766
13.24375,94.89338
12.19891,94.8491
13.72143,94.8491
13.64495,94.8491
13.47673,94.8491
12.60503,94.8491
12.74185,94.8491
13.00768,94.8491
12.30575,94.8491
12.63453,94.8491
12.64164,94.8491
12.78792,94.8491
12.49223,94.8491
12.58443,94.8491
12.89589,94.8491
13.301,94.8491
12.91911,94.8491
12.55682,94.8491
12.1539,94.8491
11.74768,94.8491
12.57037,94.8491
12.45185,94.8491
12.63498,94.8491
12.32054,94.8491
12.21072,94.8491
12.86354,94.8491
12.37873,94.8491
12.18317,94.8491
12.20209,94.8491
12.21408,94.8491
12.29219,94.8491
12.82185,94.8491
11.8177,94.8491
12.26074,94.8491
11.75742,94.8491
12.47045,94.8491
11.83881,94.8491
12.01223,94.8491
11.53596,94.8491
11.40075,94.8491
11.40161,94.8491
11.7883,94.76053
13.4546,94.76053
13.17953,94.76053
12.54444,94.76053
12.61442,94.76053
12.83882,94.76053
12.26971,94.76053
12.23692,94.76053
11.43305,94.76053
13.24383,94.74282
12.90314,94.68969
13.40423,94.62769
12.67096,94.62769
13.13017,94.58341
13.82749,94.58341
13.25588,94.58341
12.89986,94.58341
12.79191,94.58341
13.38676,94.58341
13.14115,94.58341
13.47411,94.58341
13.19221,94.58341
12.84927,94.58341
12.91098,94.58341
12.98837,94.58341
12.53292,94.58341
12.45338,94.58341
12.42134,94.58341
12.65744,94.58341
12.9424,94.58341
13.13185,94.58341
12.92101,94.58341
12.18174,94.58341
12.74415,94.58341
12.82318,94.58341
12.63323,94.58341
13.00787,94.58341
12.56948,94.58341
12.38065,94.58341
12.31247,94.58341
12.61356,94.58341
12.05169,94.58341
11.97696,94.58341
12.45341,94.58341
11.62549,94.58341
11.27707,94.58341
11.35748,94.58341
11.31717,94.58341
10.98899,94.58341
12.475,94.424
12.92444,94.40629
12.58681,94.40629
12.77001,94.40629
13.23815,94.31773
13.82017,94.31773
13.01531,94.31773
13.03616,94.31773
13.28431,94.31773
13.17669,94.31773
12.7829,94.31773
12.79894,94.31773
13.34336,94.31773
12.67315,94.31773
13.13293,94.31773
12.45928,94.31773
13.23142,94.31773
12.54543,94.31773
12.35735,94.31773
12.61026,94.31773
12.37696,94.31773
12.61076,94.31773
12.65219,94.31773
12.87699,94.31773
12.63006,94.31773
12.33821,94.31773
12.33396,94.31773
12.47324,94.31773
12.08661,94.31773
12.41967,94.31773
11.80248,94.31773
11.66029,94.31773
12.34685,94.31773
11.97746,94.31773
12.12712,94.31773
11.42177,94.31773
11.75107,94.31773
11.39513,94.31773
11.22107,94.31773
11.52051,94.31773
12.38427,94.27345
11.55595,94.22917
13.27799,94.22917
13.03226,94.22917
12.83162,94.22917
13.1415,94.22917
12.8334,94.18489
13.23125,94.15832
13.46833,94.14061
13.58148,94.05204
13.91505,94.05204
13.28299,94.05204
13.04642,94.05204
13.44911,94.05204
12.77673,94.05204
12.93086,94.05204
12.8248,94.05204
12.4144,94.05204
12.39099,94.05204
12.24749,94.05204
13.14242,94.05204
12.11651,94.05204
12.52382,94.05204
12.63875,94.05204
13.36659,94.05204
12.16321,94.05204
12.22595,94.05204
12.99881,94.05204
12.8393,94.05204
12.42444,94.05204
12.35686,94.05204
12.37508,94.05204
12.58344,94.05204
11.61971,94.05204
12.62066,94.05204
12.31123,94.05204
12.4857,94.05204
12.34429,94.05204
12.34754,94.05204
12.38883,94.05204
12.34848,94.05204
12.1189,94.05204
11.9802,94.05204
11.81181,94.05204
11.82171,94.05204
12.16492,94.05204
12.09122,94.05204
11.52462,94.05204
11.47065,94.05204
11.41072,94.05204
11.23169,94.05204
12.18238,94.00776
13.00274,93.96348
12.54471,93.89263
13.60771,93.87492
12.79998,93.87492
12.86613,93.87492
13.29516,93.83064
13.12213,93.83064
12.05127,93.78636
13.66539,93.78636
12.95171,93.78636
13.39306,93.78636
13.0917,93.78636
13.11383,93.78636
13.26452,93.78636
13.30029,93.78636
13.03852,93.78636
12.89764,93.78636
13.41353,93.78636
13.46807,93.78636
13.07193,93.78636
12.8501,93.78636
12.33467,93.78636
12.75495,93.78636
12.20133,93.78636
12.51009,93.78636
12.81623,93.78636
12.91003,93.78636
12.50774,93.78636
12.62799,93.78636
12.91647,93.78636
12.77098,93.78636
12.72196,93.78636
12.93268,93.78636
12.60622,93.78636
12.23817,93.78636
12.06594,93.78636
12.61038,93.78636
12.38764,93.78636
12.5554,93.78636
12.87971,93.78636
12.36649,93.78636
12.57971,93.78636
12.05253,93.78636
12.21726,93.78636
12.2981,93.78636
12.0634,93.78636
11.86204,93.78636
12.53827,93.78636
11.8008,93.78636
12.46956,93.78636
11.3022,93.78636
11.4784,93.78636
11.49606,93.78636
11.30615,93.78636
11.28829,93.78636
