logM200,sigma
13.39228,204.8422
12.83624,204.8422
13.4798,204.8422
13.05105,204.8422
13.13698,204.8422
13.02293,204.8422
12.76255,204.8422
12.84118,204.8422
12.44643,204.8422
12.1753,204.8422
12.27788,204.8422
12.61275,204.7093
13.32391,204.665
12.98551,204.665
13.28689,204.6296
13.10293,204.6296
13.3398,204.6208
13.65993,204.5765
13.60091,204.5765
13.44298,204.5765
12.88715,204.5765
13.17648,204.5765
12.83199,204.5765
12.83407,204.5765
12.57076,204.5765
12.84092,204.5765
12.79979,204.5765
12.91896,204.5765
13.0786,204.5765
13.34863,204.5322
13.22732,204.5322
13.17684,204.5233
12.67964,204.4436
13.16143,204.3994
13.14102,204.3551
12.95682,204.3551
13.88106,204.3108
13.0908,204.3108
12.73136,204.3108
13.00339,204.3108
12.39551,204.3108
12.41642,204.3108
12.08868,204.3108
13.00001,204.2222
12.63098,204.2222
13.20616,204.0894
13.20073,204.0704
13.1454,204.0451
13.54985,204.0451
13.22898,204.0451
13.30459,204.0451
13.50993,204.0451
13.50552,204.0451
13.62614,204.0451
13.38729,204.0451
13.34838,204.0451
12.68076,204.0451
13.44132,204.0451
12.82832,204.0451
12.70149,204.0451
13.11708,204.0451
12.7172,204.0451
13.01719,204.0451
12.86437,204.0451
12.63519,204.0451
12.49777,204.0451
12.44772,204.0451
13.87814,203.9566
12.56981,203.9123
13.63545,203.868
13.26783,203.868
13.41062,203.868
13.00101,203.8326
13.41005,203.8237
13.78206,203.7794
13.09981,203.7794
13.40244,203.7794
12.78326,203.7794
12.07721,203.7794
12.60844,203.7794
13.05361,203.7263
13.39617,203.6732
13.37968,203.6466
13.50237,203.62
13.04115,203.558
13.74596,203.5545
13.21758,203.5232
14.30265,203.5137
12.8019,203.5137
13.64919,203.5137
13.43205,203.5137
13.08179,203.5137
13.54928,203.5137
13.19302,203.5137
12.88963,203.5137
12.70698,203.5137
12.54664,203.5137
12.72868,203.5137
12.07262,203.5137
12.41885,203.5137
12.08486,203.5137
13.41508,203.4695
13.53933,203.4075
13.32854,203.3366
12.99978,203.3366
13.37579,203.3189
13.26853,203.2481
13.28058,203.2481
13.01742,203.2481
12.75223,203.2481
12.91488,203.2481
12.80816,203.2481
13.22041,203.2481
12.63972,203.2481
13.3608,203.2481
13.03938,203.2481
12.51168,203.2481
12.49957,203.2481
12.16874,203.2481
13.64411,203.2038
12.11793,203.1949
13.8434,203.1595
13.2622,203.1595
12.64658,203.1595
13.17495,203.1595
13.12998,203.1595
13.48052,203.1447
12.72998,203.0709
13.31112,203.0709
12.88265,202.9824
13.6702,202.9824
13.34784,202.9824
12.69501,202.9824
13.10931,202.9824
12.94868,202.9824
12.86887,202.9824
12.86009,202.9824
13.01017,202.9824
12.68091,202.9824
13.43454,202.9824
13.23817,202.9824
12.61046,202.9824
12.80538,202.9824
12.44299,202.9824
12.6393,202.9824
12.77489,202.9824
13.55521,202.8812
12.51332,202.8761
13.47442,202.8559
13.16795,202.823
13.31196,202.8053
12.52817,202.8053
12.96807,202.7167
12.93262,202.7167
12.83385,202.7167
12.42835,202.7167
12.83963,202.7167
12.10499,202.7167
12.45924,202.7167
13.49294,202.6281
13.28971,202.6281
12.56737,202.6281
12.79643,202.6281
13.54513,202.575
13.05401,202.451
13.44637,202.451
13.40394,202.451
13.00851,202.451
13.41596,202.451
13.41649,202.451
12.8117,202.451
13.02296,202.451
12.54719,202.451
12.83746,202.451
12.62299,202.451
11.99279,202.451
12.85337,202.451
12.69057,202.451
12.75627,202.451
13.7363,202.4067
12.88002,202.3979
12.78931,202.3182
12.65993,202.2739
12.80956,202.2739
12.90046,202.2739
13.09335,202.2739
13.74128,202.2677
13.0441,202.2385
13.53746,202.1853
12.82225,202.1853
13.53242,202.1853
12.46709,202.1853
13.10715,202.1853
12.79575,202.1853
13.20715,202.1853
13.19771,202.1853
12.70312,202.1853
12.75737,202.1727
13.35028,202.0968
12.78702,202.0968
12.96667,202.0968
13.13125,202.0968
12.80445,202.0968
12.88894,202.0968
13.26869,202.0791
13.46791,202.0613
13.59563,202.005
13.58098,201.9728
12.90644,201.9728
12.51828,201.9639
13.25577,201.9196
13.06824,201.9196
13.59539,201.9196
13.61028,201.9196
13.13321,201.9196
13.25417,201.9196
13.04307,201.9196
12.87303,201.9196
13.17566,201.9196
13.13392,201.9196
12.58396,201.9196
13.43276,201.8754
13.00918,201.8665
12.94849,201.7602
12.48863,201.7425
13.61082,201.7425
13.51456,201.7425
12.91028,201.7425
13.0506,201.7425
13.04909,201.7425
12.30159,201.7425
11.6829,201.7425
13.20836,201.6982
12.73308,201.6982
13.86047,201.654
13.46657,201.654
12.94696,201.654
13.0174,201.654
12.89386,201.654
13.02449,201.654
13.10809,201.654
12.69628,201.654
12.14333,201.654
12.63052,201.654
13.02773,201.654
12.9759,201.5654
13.90152,201.4326
13.17318,201.3883
13.47086,201.3883
12.92433,201.3883
13.35071,201.3883
12.75183,201.3883
12.94661,201.3883
13.03904,201.3883
12.85868,201.3883
12.70573,201.3883
12.96346,201.3883
12.53343,201.3883
13.00274,201.3883
12.62297,201.3883
12.41476,201.3883
12.38102,201.3883
13.6076,201.344
13.01378,201.2997
12.34363,201.2554
12.95119,201.2407
13.65161,201.2112
13.04359,201.2112
13.86219,201.1226
13.52666,201.1226
13.12373,201.1226
12.91593,201.1226
13.29018,201.1226
12.93061,201.1226
13.62873,201.1226
12.86846,201.1226
12.67982,201.1226
12.2623,201.1226
12.20381,201.1226
12.19379,201.1226
12.68145,201.0593
13.80688,201.034
13.13848,201.034
13.80077,200.9455
13.58263,200.8569
13.69582,200.8569
13.26021,200.8569
13.04497,200.8569
13.17543,200.8569
12.88504,200.8569
12.99019,200.8569
12.94443,200.8569
13.29904,200.8569
12.97051,200.8569
13.20277,200.8569
12.83883,200.8569
12.60779,200.8569
12.60224,200.8569
13.43628,200.8569
12.33374,200.8569
12.94207,200.6798
13.31525,200.6798
13.29499,200.6798
11.85525,200.6798
13.12014,200.6089
13.49522,200.5912
12.31881,200.5912
12.84233,200.5912
12.9437,200.5912
13.46352,200.5912
12.83132,200.5912
12.39863,200.5912
12.66325,200.5912
12.87539,200.5912
12.69227,200.5912
13.03589,200.5912
12.79023,200.5912
12.32334,200.5912
12.67053,200.5912
12.12539,200.5912
12.78713,200.5469
13.68561,200.513
13.2412,200.5027
13.28507,200.5027
12.42745,200.5027
13.51189,200.4584
12.60283,200.4141
13.52648,200.3787
13.58915,200.3255
13.89134,200.3255
13.71011,200.3255
13.1449,200.3255
13.37889,200.3255
12.90202,200.3255
13.19187,200.3255
12.59495,200.3255
12.62894,200.3255
12.42214,200.3255
12.5468,200.3255
12.64775,200.3255
12.68636,200.3255
12.42463,200.3255
12.89686,200.3255
12.71376,200.3255
12.526,200.3255
12.44415,200.3255
12.75937,200.2901
13.74878,200.1484
13.54327,200.1484
13.20457,200.1484
13.51313,200.1484
12.72926,200.1484
13.09834,200.1484
12.71876,200.1484
12.56555,200.0953
12.76349,200.0599
13.87772,200.0599
13.11307,200.0599
13.28225,200.0599
13.14997,200.0599
13.5983,200.0599
12.92335,200.0599
12.97524,200.0599
12.74929,200.0599
12.6386,200.0599
13.23278,200.0599
12.78086,200.0599
12.79994,200.0599
12.42326,200.0599
13.01132,200.0244
13.61379,200.0156
12.31078,199.9713
13.39286,199.9182
13.30521,199.8195
13.60273,199.7942
12.95034,199.7942
13.0622,199.7942
12.78003,199.7942
12.7086,199.7942
12.60451,199.7942
13.45278,199.7942
12.88736,199.7942
12.82088,199.7942
13.19661,199.7942
12.73543,199.7942
12.9199,199.7942
12.63385,199.7942
12.4785,199.7942
12.91878,199.7942
12.32327,199.7942
12.22589,199.7942
13.29601,199.7499
13.6282,199.6171
13.23093,199.6171
11.7298,199.6171
12.78955,199.5285
13.77013,199.5285
13.28569,199.5285
12.98273,199.5285
13.5735,199.5285
13.49929,199.5285
13.01519,199.5285
13.57064,199.5285
12.64781,199.5285
12.84109,199.5285
13.07055,199.5285
12.44965,199.5285
12.84197,199.5285
12.20966,199.5285
12.42185,199.5285
13.23971,199.4842
13.79047,199.4399
13.48094,199.4399
13.79886,199.4399
13.29021,199.4399
13.27528,199.4399
12.8377,199.4399
12.75741,199.3691
13.26054,199.3071
13.92558,199.2628
13.3197,199.2628
13.32164,199.2628
13.60538,199.2628
13.40275,199.2628
13.64355,199.2628
12.8997,199.2628
12.45674,199.2628
12.75604,199.2628
12.9853,199.2628
13.07129,199.2628
12.76919,199.2628
12.86671,199.2628
12.8101,199.2628
13.07184,199.2628
12.95616,199.2628
13.41584,199.2059
13.46259,199.1742
13.00812,199.1395
12.93567,199.1034
12.80888,199.0857
13.12205,199.0857
13.2308,199.0635
12.77561,199.0503
13.37439,199.0414
13.42508,198.9971
13.51171,198.9971
13.37299,198.9971
13.33708,198.9971
13.20385,198.9971
13.05436,198.9971
12.68902,198.9971
12.81782,198.9971
13.27495,198.9971
13.31268,198.9971
12.86869,198.9971
12.86658,198.9971
12.86068,198.9971
12.52757,198.9971
12.31538,198.9971
12.23204,198.9971
13.36041,198.9086
13.1009,198.9086
12.7923,198.9086
13.36693,198.9086
12.87061,198.9086
13.39005,198.9086
12.73546,198.7846
13.73195,198.7757
13.60385,198.7314
13.19788,198.7314
13.42937,198.7314
13.19906,198.7314
13.28774,198.7314
12.63817,198.7314
13.05647,198.7314
13.16372,198.7314
12.89048,198.7314
12.71198,198.7314
12.4604,198.7314
12.61523,198.7314
12.74842,198.7314
12.73992,198.7314
12.51533,198.7314
12.87958,198.7314
12.58613,198.7314
12.06073,198.7314
12.05861,198.7314
12.92403,198.7314
13.56092,198.5643
13.18737,198.5543
13.03955,198.5543
12.63054,198.5543
13.47481,198.5543
12.85393,198.5543
12.74017,198.4658
13.69142,198.4658
13.36932,198.4658
13.19261,198.4658
13.13088,198.4658
13.13586,198.4658
13.37093,198.4658
12.65673,198.4658
12.63811,198.4658
13.09016,198.4658
12.23632,198.4658
12.65769,198.4658
12.67959,198.4658
13.59032,198.4067
12.89173,198.3772
12.19037,198.3772
12.12497,198.3595
12.3393,198.276
13.39187,198.2001
13.23597,198.2001
13.13848,198.2001
12.84289,198.2001
13.05941,198.2001
13.07475,198.2001
12.5192,198.2001
12.97073,198.2001
12.63045,198.2001
12.34469,198.2001
12.65761,198.2001
12.53691,198.2001
12.00586,198.2001
13.24429,198.0989
13.24605,198.0761
13.07819,198.0672
13.75764,198.0557
13.21918,198.0407
13.24513,198.0229
13.04013,197.9787
13.27877,197.9344
13.30614,197.9344
13.7931,197.9344
12.66279,197.9344
13.13605,197.9344
13.41589,197.9344
13.08495,197.9344
12.51871,197.9344
12.6025,197.9344
12.42155,197.9344
11.96975,197.9344
12.70457,197.9344
12.28192,197.9344
12.61367,197.8964
13.66024,197.8458
13.46067,197.8458
13.4698,197.8458
12.90119,197.8458
13.96255,197.8458
13.23028,197.6923
13.93393,197.6687
13.48205,197.6687
13.20213,197.6687
13.19459,197.6687
13.56047,197.6687
13.20191,197.6687
12.89442,197.6687
12.67507,197.6687
12.6574,197.6687
12.9773,197.6687
12.00727,197.6687
12.29331,197.6687
13.43193,197.6262
13.30643,197.4916
13.77902,197.4916
13.10414,197.4916
12.42774,197.4916
12.81971,197.4562
13.22822,197.4473
13.62688,197.403
13.48703,197.403
13.06293,197.403
13.64421,197.403
13.52,197.403
13.27993,197.403
13.16234,197.403
12.79516,197.403
12.5526,197.403
12.90446,197.403
12.88061,197.403
12.60622,197.403
12.15956,197.403
13.46083,197.3398
13.12653,197.3145
13.477,197.2967
12.99862,197.2702
13.26789,197.1373
13.22986,197.1373
13.29574,197.1373
13.87535,197.1373
13.40359,197.1373
13.75898,197.1373
13.53584,197.1373
12.98746,197.1373
12.83716,197.1373
12.97243,197.1373
13.06511,197.1373
12.69878,197.1373
12.76227,197.1373
12.611,197.1373
12.85492,197.1373
12.10387,197.1373
12.47274,197.1373
12.33026,197.1373
12.81287,197.0507
13.45512,197.0488
13.35139,197.0045
12.46204,197.0045
13.212,196.9602
13.21718,196.9602
13.43414,196.9602
13.26142,196.9602
13.13441,196.9159
13.10445,196.9159
13.95862,196.8717
13.37949,196.8717
12.96136,196.8717
13.13287,196.8717
13.1266,196.8717
12.87465,196.8717
12.54299,196.8717
12.20418,196.8717
12.65905,196.8717
12.58144,196.8717
11.91994,196.8717
13.28278,196.8274
13.736,196.7831
12.83582,196.7831
13.36116,196.7654
12.75542,196.7325
13.44257,196.7122
13.242,196.6945
13.49096,196.6237
13.45041,196.606
13.50071,196.606
12.95477,196.606
12.97607,196.606
13.16548,196.606
13.12303,196.606
12.87156,196.606
13.1423,196.606
12.27416,196.606
12.49361,196.606
12.85368,196.606
12.16646,196.606
12.93826,196.606
12.67328,196.606
12.10432,196.606
13.06421,196.5528
13.00044,196.5528
13.09562,196.4447
13.08861,196.4288
13.02745,196.4288
13.35563,196.4288
13.33222,196.4288
13.09762,196.4288
12.55747,196.4288
13.32732,196.3846
13.16423,196.3846
13.56416,196.3403
13.4123,196.3403
13.13624,196.3403
13.14432,196.3403
13.07487,196.3403
12.40664,196.3403
12.78422,196.3403
13.03618,196.3403
13.27023,196.2517
12.99048,196.234
13.30371,196.1809
13.21839,196.0746
12.99705,196.0746
12.65431,196.0746
13.32684,196.0746
12.79176,196.0746
12.90524,196.0746
13.43199,196.0746
12.83458,196.0746
13.27691,196.0746
12.95198,196.0746
13.80071,196.0746
13.14341,196.0746
12.13355,196.0746
12.80398,196.0746
12.5389,196.0746
12.66808,196.0746
12.2282,196.0746
13.23384,196.0303
13.69308,195.9481
12.53044,195.9418
13.30353,195.8975
13.08002,195.8621
12.62687,195.8089
14.02987,195.8089
13.04273,195.8089
13.30201,195.8089
13.11096,195.8089
13.30383,195.8089
13.21942,195.8089
12.89498,195.8089
12.89967,195.8089
12.7226,195.8089
12.66131,195.8089
12.63088,195.8089
12.91875,195.8089
13.84553,195.7735
13.47691,195.6611
13.57366,195.5964
13.29369,195.5964
13.32012,195.5938
13.9462,195.5527
13.04053,195.5432
13.47042,195.5432
13.52411,195.5432
13.51126,195.5432
13.04117,195.5432
12.91101,195.5432
12.94342,195.5432
13.06902,195.5432
12.72424,195.5432
12.56453,195.5432
12.62078,195.5432
12.8178,195.5432
12.4565,195.5432
12.68407,195.5432
12.34604,195.5432
13.12826,195.5432
12.90921,195.5432
12.4578,195.5432
13.08389,195.5432
12.39277,195.5432
12.4396,195.5432
12.78455,195.5432
13.13634,195.4192
12.47238,195.3838
13.13385,195.3661
12.41405,195.3661
12.57454,195.3661
13.56197,195.2776
12.93846,195.2776
13.04941,195.2776
13.44261,195.2776
12.87541,195.2776
12.55657,195.2776
12.93752,195.2776
13.03834,195.2776
12.89063,195.2776
13.51949,195.2776
12.34471,195.2776
13.00476,195.2333
13.94592,195.189
13.43879,195.189
13.16521,195.189
13.5142,195.189
13.25331,195.1713
12.89751,195.065
13.12236,195.0561
13.30967,195.0119
13.07643,195.0119
12.41174,195.0119
13.58361,195.0119
13.48922,195.0119
13.0812,195.0119
12.78727,195.0119
13.02182,195.0119
12.9007,195.0119
12.87255,195.0119
12.72445,195.0119
12.75178,195.0119
12.02355,195.0119
11.72712,195.0119
13.01322,194.9676
13.68638,194.941
13.67769,194.9233
13.28363,194.8347
11.68822,194.8347
13.69473,194.7462
13.57731,194.7462
13.23901,194.7462
13.0626,194.7462
13.46565,194.7462
12.95177,194.7462
13.24241,194.7462
12.69465,194.7462
12.89575,194.7462
13.29771,194.7462
12.93974,194.7462
12.70024,194.7462
12.92009,194.7462
12.91132,194.7462
12.48145,194.7462
13.24479,194.7462
12.55122,194.7462
13.17875,194.7462
12.81602,194.7462
11.60547,194.7462
13.17239,194.7285
13.47899,194.7272
13.35614,194.7019
12.72129,194.7019
13.25759,194.6576
12.45535,194.4805
13.70593,194.4805
13.7404,194.4805
13.31916,194.4805
14.07612,194.4805
13.55998,194.4805
13.15872,194.4805
13.50671,194.4805
13.38906,194.4805
12.99478,194.4805
12.653,194.4805
13.70281,194.4805
12.69223,194.4805
13.44818,194.4805
12.57909,194.4805
12.57657,194.4805
13.17106,194.4805
12.46524,194.4805
12.7087,194.4805
12.66094,194.4805
11.7919,194.3919
12.93884,194.3571
13.00309,194.3477
12.9259,194.3034
12.99417,194.3034
12.69759,194.3034
13.36558,194.2275
13.8641,194.218
12.7967,194.2148
13.2309,194.2148
13.56909,194.2148
13.13279,194.2148
13.25548,194.2148
13.12779,194.2148
13.14404,194.2148
12.7894,194.2148
12.40936,194.2148
13.19727,194.2148
12.15532,194.2148
12.58401,194.2148
12.07472,194.2148
13.29381,194.1263
13.41849,194.1263
12.38742,194.1263
13.37056,194.0554
13.43101,194.0465
13.34582,194.0377
13.37398,194.0377
13.52619,194.02
13.30362,193.9491
13.40775,193.9491
13.27499,193.9491
13.00733,193.9491
13.33046,193.9491
12.97159,193.9491
13.20366,193.9491
12.94386,193.9491
13.30221,193.9491
13.24248,193.9491
12.2523,193.9491
13.01654,193.9491
12.6314,193.9491
13.32604,193.9491
12.69021,193.9491
12.87293,193.9491
12.82052,193.9491
12.8561,193.9491
12.52964,193.9491
12.50324,193.9491
12.2433,193.9491
12.29218,193.9491
12.13356,193.9491
12.66788,193.896
13.62923,193.8606
13.27956,193.8606
13.15116,193.7897
13.04626,193.772
12.78188,193.772
13.06756,193.6834
13.01746,193.6834
12.85906,193.6834
13.08978,193.6834
12.80296,193.6834
12.94977,193.6834
12.89848,193.6834
12.9244,193.6834
12.02009,193.6834
12.95444,193.6392
13.11592,193.5949
12.97548,193.5949
12.93728,193.5211
13.31978,193.462
13.19347,193.462
12.94802,193.462
12.92309,193.4178
13.02228,193.4178
13.20214,193.4178
12.48386,193.4178
12.95705,193.4178
12.60604,193.4178
12.61464,193.4178
12.66688,193.4178
12.89556,193.4178
12.70475,193.4178
12.56064,193.4178
12.41743,193.4178
12.48685,193.4178
12.81892,193.4178
12.22384,193.4178
13.16588,193.2849
13.5675,193.2849
12.94256,193.2849
13.43427,193.2659
13.40422,193.2584
14.23309,193.2406
13.06539,193.2406
13.06032,193.2406
13.40632,193.2406
12.34577,193.2406
13.19837,193.2052
13.05295,193.1964
13.6843,193.1521
13.47069,193.1521
13.15105,193.1521
12.98883,193.1521
13.01057,193.1521
13.44506,193.1521
13.01846,193.1521
13.01523,193.1521
12.857,193.1521
12.94006,193.1521
12.46918,193.1521
12.09516,193.1521
13.32948,193.0989
13.70177,193.0635
13.20086,193.0635
13.24149,193.0635
13.68296,193.0635
13.28627,193.0635
14.24987,193.0192
13.27885,193.0165
13.19245,192.9307
13.12105,192.8864
13.61745,192.8864
13.23196,192.8864
13.6846,192.8864
13.25847,192.8864
13.48033,192.8864
13.05238,192.8864
12.77594,192.8864
12.95159,192.8864
12.88879,192.8864
13.3867,192.8864
12.85938,192.8864
13.04643,192.8864
12.80683,192.8864
12.11541,192.8864
12.15721,192.8864
12.55227,192.8864
12.50665,192.8864
13.34962,192.8769
13.92449,192.851
12.86076,192.8421
13.24139,192.8155
13.30869,192.7093
13.32474,192.7093
13.48193,192.7093
13.45166,192.7093
12.8587,192.7093
13.50057,192.684
13.15178,192.6207
13.03881,192.6207
12.97006,192.6207
13.07945,192.6207
13.24527,192.6207
12.71039,192.6207
12.30119,192.6207
12.95813,192.5733
13.85186,192.5322
12.81367,192.5322
13.2117,192.5322
12.75435,192.5322
12.71179,192.3993
13.25013,192.355
13.11745,192.355
13.00293,192.355
13.09417,192.355
12.77737,192.355
12.51527,192.355
12.71885,192.355
12.10155,192.355
12.50497,192.355
11.99887,192.355
13.40513,192.3107
13.36212,192.2488
13.22821,192.2488
13.16124,192.2285
13.00971,192.2222
13.23617,192.1779
13.23696,192.1779
13.02349,192.0893
13.64796,192.0893
13.09689,192.0893
13.13006,192.0893
12.76539,192.0893
13.16234,192.0893
12.18593,192.0893
12.79528,192.0893
12.47304,192.0893
12.31659,192.0893
13.51271,192.0634
13.61835,192.0008
13.20267,192.0008
13.50811,191.9502
13.55542,191.9122
12.82161,191.9122
13.08731,191.8945
13.8923,191.8711
12.63379,191.8679
12.99371,191.8237
13.26233,191.8237
13.05406,191.8237
13.57124,191.8237
12.22992,191.8237
12.7694,191.8237
12.76555,191.8237
13.19491,191.8237
13.29699,191.8237
13.36661,191.8237
12.93758,191.8237
12.96625,191.8237
12.43812,191.8237
12.96898,191.8237
12.76038,191.8237
12.94054,191.8237
12.32168,191.8237
12.31194,191.8237
11.52769,191.8237
13.69517,191.7528
13.79548,191.7351
13.28843,191.7351
13.33008,191.6908
13.13516,191.6643
13.13683,191.6465
14.00541,191.6465
12.94694,191.6465
13.04643,191.6465
13.03546,191.6465
12.52565,191.6465
13.49553,191.6149
13.13501,191.558
13.51927,191.558
12.9935,191.558
13.81117,191.558
13.27508,191.558
13.33756,191.558
12.97749,191.558
12.72633,191.558
13.77274,191.4694
13.12352,191.4694
13.007,191.4694
12.71994,191.4694
13.22363,191.4694
13.23073,191.3986
13.10892,191.3366
13.29275,191.3051
13.45554,191.2923
13.50677,191.2923
12.81447,191.2923
13.38932,191.2923
13.29281,191.2923
12.92657,191.2923
13.33911,191.2923
13.0632,191.2923
12.90614,191.2923
13.2337,191.2923
13.02195,191.2923
12.94376,191.2923
12.45918,191.2923
13.00471,191.2923
12.68486,191.2923
12.5898,191.2923
12.89999,191.2923
12.85325,191.2923
12.05083,191.2923
12.21731,191.2923
12.11204,191.2923
12.9305,191.2746
13.59439,191.2214
13.00668,191.1506
13.22037,191.1329
13.25785,191.1152
13.82273,191.0266
13.41926,191.0266
13.75533,191.0266
12.968,191.0266
13.38968,191.0266
12.91506,191.0266
13.32926,191.0266
13.28777,191.0266
12.32862,191.0266
12.82834,191.0266
12.7104,191.0266
12.43408,191.0266
12.59945,191.0266
12.95204,190.9823
13.31754,190.9735
13.25943,190.938
13.41394,190.938
13.09669,190.938
13.10772,190.8938
13.19074,190.7786
14.09757,190.7609
